Class,OCavg,OCmax,WMC
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642126d3d6800b577ec810.GuestDef.guestType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642126d3d6800b577ec810.GuestResourceDef,1.67,5,10
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642126d3d6800b577ec810.InputDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642126d3d6800b577ec810.InterfaceDef,1.48,13,37
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642126d3d6800b577ec810.InterfaceDef.guestNetType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642126d3d6800b577ec810.InterfaceDef.hostNicType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642126d3d6800b577ec810.InterfaceDef.nicModel,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642126d3d6800b577ec810.SerialDef,2,3,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642126d3d6800b577ec810.TermPolicy,1,1,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642126d3d6800b577ec810.VideoDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642126d3d6800b577ec810.VirtioSerialDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828,1.31,4,17
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.ClockDef,1.8,5,9
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.ClockDef.ClockOffset,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.ConsoleDef,2.5,4,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.CpuModeDef,2,5,8
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.CpuTuneDef,1.33,2,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.DevicesDef,2.33,8,14
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.DiskDef,1.66,17,48
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.DiskDef.deviceType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.DiskDef.diskBus,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.DiskDef.diskCacheMode,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.DiskDef.diskFmtType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.DiskDef.diskProtocol,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.DiskDef.diskType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.FeaturesDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.FilesystemDef,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.GraphicDef,3.5,6,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.GuestDef,1.75,7,14
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.GuestDef.bootOrder,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.GuestDef.guestType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.GuestResourceDef,1.67,5,10
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.InputDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.InterfaceDef,1.48,13,37
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.InterfaceDef.guestNetType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.InterfaceDef.hostNicType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.InterfaceDef.nicModel,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.SerialDef,2,3,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.TermPolicy,1,1,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.VideoDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642128d3d6800b577ec828.VirtioSerialDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449,1.5,4,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.ClockDef,1.75,4,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.ClockDef.ClockOffset,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.ConsoleDef,2.5,4,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.DevicesDef,1.8,4,9
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.DiskDef,1.6,10,32
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.DiskDef.deviceType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.DiskDef.diskBus,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.DiskDef.diskFmtType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.DiskDef.diskProtocol,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.DiskDef.diskType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.FeaturesDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.GraphicDef,3.5,6,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.GuestDef,1.71,6,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.GuestDef.bootOrder,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.GuestDef.guestType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.GuestResourceDef,1.6,4,8
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.InputDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.InterfaceDef,1.5,6,15
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.InterfaceDef.guestNetType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.InterfaceDef.hostNicType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.InterfaceDef.nicModel,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.SerialDef,2,3,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c6d3d6800b577ed449.TermPolicy,1,1,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461,1.5,4,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.ClockDef,1.75,4,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.ClockDef.ClockOffset,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.ConsoleDef,2.5,4,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.DevicesDef,1.8,4,9
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.DiskDef,1.6,10,32
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.DiskDef.deviceType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.DiskDef.diskBus,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.DiskDef.diskFmtType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.DiskDef.diskProtocol,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.DiskDef.diskType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.FeaturesDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.GraphicDef,3.5,6,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.GuestDef,1.71,6,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.GuestDef.bootOrder,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.GuestDef.guestType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.GuestResourceDef,1.6,4,8
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.InputDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.InterfaceDef,1.5,6,15
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.InterfaceDef.guestNetType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.InterfaceDef.hostNicType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.InterfaceDef.nicModel,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.SerialDef,2,3,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421c7d3d6800b577ed461.TermPolicy,1,1,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800,1.5,4,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.ClockDef,1.75,4,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.ClockDef.ClockOffset,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.ConsoleDef,2.5,4,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.CpuTuneDef,1.33,2,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.DevicesDef,1.8,4,9
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.DiskDef,1.6,10,32
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.DiskDef.deviceType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.DiskDef.diskBus,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.DiskDef.diskFmtType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.DiskDef.diskProtocol,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.DiskDef.diskType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.FeaturesDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.GraphicDef,3.5,6,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.GuestDef,1.71,6,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.GuestDef.bootOrder,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.GuestDef.guestType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.GuestResourceDef,1.6,4,8
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.InputDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.InterfaceDef,1.5,6,15
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.InterfaceDef.guestNetType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.InterfaceDef.hostNicType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.InterfaceDef.nicModel,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.SerialDef,2,3,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421f8d3d6800b577ed800.TermPolicy,1,1,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859,1.5,4,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.ClockDef,1.75,4,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.ClockDef.ClockOffset,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.ConsoleDef,2.5,4,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.CpuTuneDef,1.33,2,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.DevicesDef,1.8,4,9
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.DiskDef,1.6,10,32
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.DiskDef.deviceType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.DiskDef.diskBus,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.DiskDef.diskFmtType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.DiskDef.diskProtocol,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.DiskDef.diskType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.FeaturesDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.GraphicDef,3.5,6,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.GuestDef,1.71,6,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.GuestDef.bootOrder,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.GuestDef.guestType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.GuestResourceDef,1.6,4,8
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.InputDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.InterfaceDef,1.5,6,15
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.InterfaceDef.guestNetType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.InterfaceDef.hostNicType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.InterfaceDef.nicModel,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.SerialDef,2,3,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fcd3d6800b577ed859.TermPolicy,1,1,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894,1.5,4,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.ClockDef,1.75,4,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.ClockDef.ClockOffset,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.ConsoleDef,2.5,4,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.CpuTuneDef,1.33,2,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.DevicesDef,1.8,4,9
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.DiskDef,1.6,10,32
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.DiskDef.deviceType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.DiskDef.diskBus,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.DiskDef.diskFmtType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.DiskDef.diskProtocol,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.DiskDef.diskType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.FeaturesDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.GraphicDef,3.5,6,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.GuestDef,1.71,6,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.GuestDef.bootOrder,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.GuestDef.guestType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.GuestResourceDef,1.6,4,8
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.InputDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.InterfaceDef,1.5,6,15
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.InterfaceDef.guestNetType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.InterfaceDef.hostNicType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.InterfaceDef.nicModel,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.SerialDef,2,3,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421fed3d6800b577ed894.TermPolicy,1,1,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa,1.5,4,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.ClockDef,1.75,4,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.ClockDef.ClockOffset,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.ConsoleDef,2.5,4,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.CpuTuneDef,1.33,2,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.DevicesDef,1.8,4,9
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.DiskDef,1.6,10,32
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.DiskDef.deviceType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.DiskDef.diskBus,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.DiskDef.diskFmtType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.DiskDef.diskProtocol,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.DiskDef.diskType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.FeaturesDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.GraphicDef,3.5,6,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.GuestDef,1.71,6,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.GuestDef.bootOrder,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.GuestDef.guestType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.GuestResourceDef,1.6,4,8
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.InputDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.InterfaceDef,1.5,8,21
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.InterfaceDef.guestNetType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.InterfaceDef.hostNicType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.InterfaceDef.nicModel,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.SerialDef,2,3,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f6421ffd3d6800b577ed8aa.TermPolicy,1,1,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee,1.5,4,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.ClockDef,1.75,4,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.ClockDef.ClockOffset,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.ConsoleDef,2.5,4,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.CpuTuneDef,1.33,2,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.DevicesDef,1.8,4,9
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.DiskDef,1.6,10,32
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.DiskDef.deviceType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.DiskDef.diskBus,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.DiskDef.diskFmtType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.DiskDef.diskProtocol,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.DiskDef.diskType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.FeaturesDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.GraphicDef,3.5,6,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.GuestDef,1.71,6,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.GuestDef.bootOrder,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.GuestDef.guestType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.GuestResourceDef,1.6,4,8
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.InputDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.InterfaceDef,1.5,6,15
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.InterfaceDef.guestNetType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.InterfaceDef.hostNicType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.InterfaceDef.nicModel,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.SerialDef,2,3,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642202d3d6800b577ed8ee.TermPolicy,1,1,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa,1.5,4,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.ClockDef,1.75,4,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.ClockDef.ClockOffset,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.ConsoleDef,2.5,4,5
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.CpuTuneDef,1.33,2,4
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.DevicesDef,1.8,4,9
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.DiskDef,1.6,10,32
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.DiskDef.deviceType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.DiskDef.diskBus,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.DiskDef.diskFmtType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.DiskDef.diskProtocol,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.DiskDef.diskType,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.FeaturesDef,1.5,2,3
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.GraphicDef,3.5,6,7
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.GuestDef,1.71,6,12
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.GuestDef.bootOrder,1,1,2
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.GuestDef.guestType,n/a,n/a,0
com.cloud.hypervisor.kvm.resource.cloudstack_old_5f642203d3d6800b577ed8fa.GuestResourceDef,1.6,4,8
